R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
XP_003750657.1	-0.965108286004375	-0.0404938334798956	-1.05365737332957	-0.304680790515232	-1.36607575671853	-1.31404759083394	0.564429071399232	-0.873522457331176	-0.0568882208783261	1.06950418669755	-0.450100603549315	-0.863567360857512	-1.35834699304334	-0.194871054211531	-0.326027514667821	-0.795798791867128	-0.867371820820387	-0.633540512649392
XP_003750698.1	-0.30619222185988	-0.195314296079698	-0.468833748356909	-0.257530197727457	-0.48439816229605	-0.541024156601956	-0.474206907653689	-0.129822692708806	7.81506332379163e-05	-0.553236596288334	-0.96101112124697	-0.680390401963451	-0.950102067894034	0.186571444911034	-0.319544414680703	-0.16991129788337	-0.47482187918939	-0.290934239366863
XP_003750717.1	0.132183399455842	-0.0434126480282685	-0.223443237112732	0.280764798626894	-0.0838748415127046	-0.795688848173884	-0.292363914896904	-0.0871813119317238	-0.399514508423312	-0.931944681687879	-1.8725491480624	-1.20135545830232	-1.67550741054875	-0.713907505902637	-0.750654237049388	-0.0529212560817392	-1.34846242293606	-0.896312739439938
XP_003750767.2	0.0716877177571828	-0.599499333872283	-1.01089805570014	0.333834232212551	-0.439797717108273	NA	NA	NA	NA	-0.967820899706346	-1.14634558941148	-1.0588487987221	-1.23394055356808	NA	NA	NA	NA	NA
XP_003750819.1	-0.094988206715072	-0.0995090004258297	-0.351970462578903	0.00338895249421746	-0.340740890594484	-0.688227170042014	-0.657964662898687	-0.394639390970711	-0.0199903650955103	-0.410297300132271	-1.00838020272167	-0.53789573764666	-1.00996361132248	0.0197140189706165	-0.106683856379921	-0.174342200546193	-0.577502449254625	-0.320884517593828
XP_003750866.1	-0.55203260700146	-0.355578906663429	-0.668667263815497	-0.212867262504007	-0.207369975007567	-0.972023282724604	-1.2814328065367	-0.691631800687125	-0.189750788790322	-0.448190975256831	-1.22258220518697	-0.479222050744803	-1.15644195817325	-1.20745204061737	-0.317148448967819	1.12966791815959	-1.42852964284815	-0.766431681181518
XP_003750915.1	-0.375692048785249	-0.258169458407727	-0.451394195516158	-0.363517253759725	-0.539349625147126	-0.782735999304805	-0.499570289653457	-0.443979136659221	-0.3126004936042	-0.376375096836097	-1.0041892035464	-0.535264839698779	-0.965814456036845	-0.588134850234193	-0.599884821785785	-0.306188765028063	-1.00304645285077	-0.523815845128187
XP_003750979.1	-0.392858385252708	-0.849715049681352	-1.29582763317181	2.48262547318266	-0.0340997495881144	NA	NA	NA	NA	0.0164064384522785	-2.31222712910173	-2.07202982074277	-1.35381397738278	NA	NA	NA	NA	NA
XP_003751062.1	-0.225453020919406	0.0295652775706507	-0.330771536989906	0.443155082375196	-0.234991468151229	NA	NA	NA	NA	0.0602356523882044	-1.06207779080462	-0.40027136474059	-0.677735127807246	NA	NA	NA	NA	NA
XP_003751084.1	-0.335409915642319	-0.371464932182132	-0.572754599488737	-0.289929542600856	-0.475037276494134	-0.181527486377464	-0.152313283479427	-0.500181288620334	0.399334942229766	-0.4818388134789	-0.855373519640589	-0.494341744758719	-0.77659757623767	-0.11362745605574	-0.130538726313485	0.260804024122499	-0.236135496433431	0.0223223587809479
XP_003751111.1	0.0211251489651242	-0.156020050842092	-0.404867812447251	-0.202783760975458	-0.391926951125489	-0.611716602645364	-0.28138695815305	-0.359909533305992	-0.175839733214382	-0.0723430613973854	-0.985666424387328	-0.484790500882543	-1.13560242513423	-0.12324318523787	-0.343789429075858	-0.365056163877333	-0.842220790395821	-0.505804518875163
XP_003751118.1	-0.148635524751643	-0.109927522034825	-0.560656560657801	-0.286112978414571	-0.430624235896243	-1.63734875761805	-0.169661512312314	-0.0391977313306062	0.426915363980526	-0.453066831901874	-0.967988881684593	-0.589053352159343	-1.03841267300475	-0.803181817547935	-0.237720258578091	-0.0475307326635752	-1.46133592852045	-0.484687620672206
XP_003751292.1	-0.144140485582665	-0.244098239907221	-0.362121523821296	0.00133072248497049	-0.532848132724746	-0.931707486858744	-0.742131138865925	-0.453532918486018	-0.0996482675276528	-0.343745105569438	-1.06702817860101	-0.758744814555177	-1.06430907426085	-0.125680705780298	-0.325691180959754	-0.216128317890003	-0.671897824779866	-0.395645923516035
XP_003751388.1	0.173856888255356	-0.203972119696829	-0.619084524531287	-0.331451879842624	-0.619007285297216	-0.642816987397828	-0.80517756670743	-0.700276860667784	-0.319141405566838	0.301338465745324	-0.445754863403983	-0.474273516900684	-1.18531769455946	-0.373500735430547	-0.105026798339828	-0.696268408604998	-1.26785428317989	-0.972433636590883
XP_003751516.1	0.0326997473878061	-0.287661846206052	-0.532482657813689	-0.149149173329642	-0.457734291290078	-0.860083652917741	-0.594024083740721	-0.547252305123902	-0.181021173288235	-0.240646984217826	-0.88982246825247	-0.624003469511814	-1.02815923664388	-0.351626243380205	-0.330953606529918	-0.237179555472742	-0.714032827553429	-0.515013343853717
XP_003751598.3	-0.127811477461236	-0.44925977747282	-0.604892897217308	-0.0749039050870247	-0.678655083802697	-0.980400024831242	-0.441204095556906	-0.533491941541757	-0.28895932655144	-0.742876623058653	-1.26925449661067	-0.809270633823046	-1.22352203720133	0.0837040506614569	-0.327193695576637	-0.311837762899604	-0.499228850554696	-0.524858984808347
XP_003751688.1	-0.104736562396424	0.119885658916042	-0.191240807745803	-0.0272429677700624	-0.275540399995372	-0.730035464809654	-0.451295450334343	-0.385593437980471	0.001581591393199	0.0650866747958424	-0.956449151728298	-0.457599008596286	-0.985648550620242	-0.444393347621851	-0.351607265355456	-0.179331543418589	-0.805293736023062	-0.385603118870883
XP_003751945.1	0.0448712755505801	-0.363131780715926	-0.67673294101179	-0.322471897501911	-0.786863853659091	-1.00614386770508	-0.572089005609419	-1.02206898158887	-0.071343051426283	-0.439768113843498	-1.1687290302038	-0.597991859824798	-1.52404145997663	-0.0931704108429611	-0.0108214408547736	-0.493897258329603	-0.888043466466254	-0.291214046632034
XP_003752000.1	-0.299896576916249	-0.158586737902087	-0.59492748672738	-0.223216509205722	-0.482385145755583	-0.908422967016291	-0.711641517247647	-0.607984280891156	-0.199853102936684	-0.00891039815383871	-1.01396656349269	-0.561081625989839	-1.10685315056367	-0.411054263492371	-0.409512514380479	-0.437065614293934	-0.792039605302437	-0.580462130462648
XP_003752317.3	0.0153935105227389	-0.298026281515513	-0.544529289390501	-0.242958464344296	-0.288526294026273	-0.482798646815371	-0.475861810938152	-0.25616077194286	0.0820821064258007	-0.906379858393458	-0.784589740300863	-0.651060014735097	-0.924735716281761	0.0945137887163511	-0.115696370009753	0.1113010572348	-0.746877933411444	-0.38440165100412
XP_003752325.1	NA	NA	NA	NA	NA	-0.440838083347645	-0.565541196426847	-0.106186862886178	0.153265744246976	NA	NA	NA	NA	-0.361391610129623	-0.100259939234779	-0.127492313700084	-0.714625931644354	-0.239764368108456
XP_003752358.1	-0.110794234394742	0.00455168215984513	-0.467709528659274	-0.167377487999568	-0.203910160299483	-0.993750447319434	-0.645159945184693	-0.614518385970267	-0.282279514929599	-0.473813157900091	-0.767530612025269	-0.392971228333517	-0.849474723771287	-0.257761259587815	-0.448490349480714	-0.772896535912134	-0.780532436205586	-0.728456755566538
XP_003752480.1	-0.149400471302842	-0.0316214553744492	-0.370776393905642	-0.22290018737474	-0.0758519213571604	-0.95982122209134	-0.77770457054237	-0.565912564376963	-0.29347885916256	-0.362980155076169	-1.03756094644001	-0.575176322351941	-0.919016962123601	-0.22494258363234	-0.58101845856783	-0.406227928729242	-0.603988832258086	-0.559204793354105
XP_003752626.2	-0.275587174235896	-0.48857278390184	0.354902752910345	-0.713527882051672	-0.424746016286727	-0.796246439422614	-0.656056489482889	-0.620537191933318	0.737191195370827	-0.276673474026255	-0.89789822641888	-0.773458391351408	-1.34248637519982	-0.500137516608101	-0.79480115808577	-0.576615000467085	-0.874776348255583	-0.92836880668069
XP_003752627.1	-0.158483845514626	-0.244600243377024	-0.580679345077877	-0.276500429649953	-0.52934048114116	-0.873681949960253	-0.537810738326935	-0.557691328594198	-0.050942222740614	-0.630592939866995	-0.94867629456082	-0.574366464349423	-1.00628823189565	0.0482573410240767	-0.531901509787022	-0.336683369302477	-0.775363608614434	-0.592897548379817
XP_003752693.1	-0.238749188719825	-0.270222557432917	-0.809076314398741	-0.361687707925422	-0.920861241953774	-0.867875558609795	-0.394388895385712	-0.756895603438383	0.0259088301580664	0.354107888569913	-0.590210658685508	-0.666601760421563	-1.16762344481649	-0.386232034111236	-0.283059176395418	-0.624083036312949	-0.850369341025931	-0.306438249662516
XP_003752885.1	-0.263864621793911	-0.101055021536255	-0.437295883800343	-0.136111732092302	-0.481472325578249	-0.767781212870075	-0.665757587792953	-0.451580901128217	-0.0396654104034925	-0.399944616577361	-1.06379680133792	-0.558746156434317	-0.940022853771264	-0.459821436389141	-0.340879938651308	-0.326392566206629	-0.852059570741617	-0.440532561979365
XP_003753107.1	-0.377775308575026	-0.104462808368094	-0.392524039001214	-0.224408416180337	-0.362006139171275	-0.69813157990503	-0.409877498098121	-0.418859850631011	0.0715010621010349	-0.37670496958861	-1.07133768488473	-0.595163845281412	-1.17398376689286	-0.103669825764139	-0.145043059256986	-0.00618664708562934	-0.41381534441224	-0.284712151889523
XP_003753422.1	-0.00979760150250949	-0.236647979159737	-0.468428979722311	-0.0500780600987216	-0.483977364261674	-0.749159557031288	-0.422821449117715	-0.543316853170396	0.00273621518200938	-0.23848167501163	-0.797107383224453	-0.690619380266607	-0.82312578931324	0.159343945249697	-0.214482844388921	-0.258270300415156	-0.745456817400765	-0.479710575771814
XP_003753569.1	0.543775601460161	0.0774883382143164	-0.289581164140605	0.548818038798973	-0.00639826437754468	-0.805769075704371	-0.131859599073639	-0.307442890131971	-0.188260793670225	-0.50502693164576	-1.68523849837597	-1.27276486479213	-2.00293006514723	-0.29059290067754	-0.649978754264683	-0.263745217164611	-0.985468837679637	-0.795133233036078
XP_003753964.1	-0.512955100901872	-0.163965822328575	-0.530905917873493	-0.419876486814054	-0.526952291718341	-0.879768329818253	-0.717903682041168	-0.612656258923325	-0.0786083470277938	-0.259067492337134	-0.961434101488917	-0.429390102149279	-0.800890492407031	-0.335670445179544	-0.306517874814342	-0.278898706705915	-0.82425418866399	-0.421301948171265
XP_003754123.1	-0.444091001122839	-0.248359192193288	-0.619933205697507	-0.317146951908681	-0.414554101204965	-0.727869090448703	-0.462624084185307	-0.302916748269088	0.0709450465813893	-0.359459055675947	-0.953406205572233	-0.605223468049309	-0.945777855562934	-0.145888315538445	-0.172341835327612	-0.179080740833883	-0.681836456111033	-0.232230488122092
XP_003754128.1	-0.036074477158751	-0.157622366397725	-0.443862348769562	-0.234009182368427	-0.454584070620645	-1.62114024850734	-1.23724892779355	-0.869182975617964	-0.64843604196781	-0.371845338878018	-1.05380676975713	-0.580450161791128	-1.24742657443417	-0.607517709705284	-0.466487014147502	-1.08788391874027	-1.20290929054391	-0.50780834535085
XP_003754371.2	-0.0829918922410614	-0.166383977439756	-0.532864385745459	0.201471292695237	-0.121970279428061	-0.760636642363269	-0.409293724353203	-0.613944077442475	-0.185076469999234	-0.576220744354312	-1.14942209231606	-0.723397658260816	-0.925704502405176	0.165089077078425	-0.668754575165267	-0.159394596139063	-0.448333359903047	-0.106690221082686
XP_003754442.1	-0.217838360398956	-0.17434429403397	-0.553810240207158	-0.229270101923396	-0.467393114473003	-0.744984517149781	-0.578831964787601	-0.495243492447021	-0.1183618368988	-0.704972125924967	-0.928685943306234	-0.587906981562681	-0.864694105347346	-0.0676475617617264	-0.328161543908062	-0.12427798257153	-0.748707091931778	-0.367866885239677
XP_003754596.1	0.331348884707308	-0.542522899159454	-0.692435937470428	0.833148475592255	-0.122885922050317	-1.27292021088899	-0.545031464553177	-1.35207366847408	-0.252020371945382	-0.827007867934943	-1.09910235046734	-1.03672740454291	-1.55393185988649	1.08915003810688	-0.810319470996077	-1.02906710950801	-0.351390647550882	-0.903290679797373
XP_006220782.1	NA	NA	NA	NA	NA	-0.158337030927297	-0.351744102659241	-0.0327325392461644	-0.145671468271153	NA	NA	NA	NA	-0.0922294109691404	-0.557969288661695	0.317517040880525	-0.268766540299991	0.0991359093457586
XP_006220883.1	-0.250485538675884	-0.150078690929184	-0.358643523013669	-0.196695457646652	-0.314473407392269	-0.798387268940518	-0.470833893381446	-0.607246212331825	-0.0939669394882408	-0.168189905948257	-0.798628637461584	-0.358204812574877	-0.855419174951258	-0.394049953251271	-0.294362711785824	-0.42149121334516	-0.882415607165386	-0.514584420503779
XP_006221052.1	0.227856864578534	-0.322885121483156	-0.633062398294369	-0.301422923689521	-0.370041280769052	-1.53219337869063	-1.04045963316304	-0.692387392107489	-0.103620749214439	-0.307680970712874	-1.25626674566986	-0.82248914321663	-1.1312562229959	-1.17496651244526	-1.22062524445762	-0.724377341434541	-0.889324513664831	-1.98776045472374
XP_006221087.1	0.20682075208101	-0.522099396389204	-2.80506720512722	1.78739302460698	0.130025063071962	NA	NA	NA	NA	-0.472919018563826	-2.92471302326724	-2.3678412500373	-0.957504747363079	NA	NA	NA	NA	NA
XP_006221099.1	-0.0847271722282494	-0.14854736193502	-0.575064569336261	-0.320423078090538	-0.469177752627294	-0.845141582698549	-0.582506431927969	-0.494926812942278	-0.167853711061043	-0.262803778128152	-0.824377356726544	-0.642940986976027	-0.94626966329396	-0.208067594649376	-0.325829162222414	-0.364536529470512	-0.692149940334532	-0.541158264383717
XP_006221143.2	-0.153436440702648	-0.0246728477196484	-0.0188470887722423	1.5310065571223	0.0139079798660533	NA	NA	NA	NA	0.0219982529064826	-0.786235318386957	-0.574960790723927	-0.469124612094028	NA	NA	NA	NA	NA
XP_006221145.1	-0.140851729809224	-0.42803274509697	-0.764495959240337	-0.323182410284561	-0.531317571625635	-0.714691593764715	-0.599502151284062	-0.377435943779674	-0.185540077003759	-0.791057580547413	-1.02215891977393	-0.66735892910041	-0.985591400381335	0.0387163900762942	-0.219898873261809	-0.130249968740136	-0.657789090185794	-0.408597735675079
XP_006221176.1	-0.468703469650705	-0.189716444068585	-0.762781409978665	-0.187998581255568	-0.772045499020958	-1.16480438339353	0.23836620953245	-0.848365430478318	-0.0823170911964487	0.128838503870997	-0.738771588802613	-0.764884677908913	-1.19322910364805	-0.0569238814496497	-0.389289789336431	-0.627034781274968	-0.695640898630684	-0.481142051680111
XP_006221256.1	-0.302749389236941	-0.151448129950992	-0.473999838377016	-0.26585513071087	-0.436754044417181	-0.73635737184879	-0.624949278570172	-0.419340364297696	-0.0680984449707986	-0.512283107343496	-1.00454300863866	-0.573305857653423	-1.02588627855555	-0.219614580911849	-0.273620592301421	-0.220362335301853	-0.731025586188535	-0.367631741767898
XP_006221275.1	NA	NA	NA	NA	NA	-1.04639137551396	-0.876892155169167	-0.733112900825788	0.229516922610379	NA	NA	NA	NA	-0.175841327165546	-0.131284064479642	0.157466599070779	-0.611762717820258	-0.302580320315602
XP_006221318.1	0.108638568470905	-0.751327802181443	-0.459086364859203	0.161045545702942	-0.402283174229231	NA	NA	NA	NA	-1.08252969400914	-1.02903112616537	-0.466444904787157	-0.968325697850261	NA	NA	NA	NA	NA
XP_006221353.1	-0.4087421557554	-0.346738273832576	-0.5927644017068	-0.285706372319497	-0.38089362521779	-0.812685717969598	-0.653792506173316	-0.443622339144018	-0.261669775794646	-0.192397389779143	-0.938973326752082	-0.561146461465675	-1.04588742420582	-0.254203333202824	-0.49936642475915	-0.356485148913235	-0.609673375864376	-0.450200771947469
XP_006221384.1	-0.333788616891033	-0.236772492305562	-0.501225137663374	0.106890922877386	-0.47568640885486	-0.69511284063462	-0.451657046330286	-0.508808958632731	-0.191705268816919	-0.316553820075013	-0.681728352606966	-0.458721332840634	-0.812662262902634	0.0913419467745483	-0.393488804574964	-0.0975774197802909	-0.678291656826606	-0.264316551553011
XP_006221409.3	0.18323786605677	0.277684111290327	0.173488180965208	0.335711404105029	0.415905357718072	-0.917497110154073	-0.479344225855952	-0.449709259724358	-0.0727998408136546	-1.02478123202035	-2.46980676746723	-1.13163889701104	-2.77142949828899	-0.101380175014701	-0.37227735707242	-0.585688912900208	-0.518788957141673	-0.384714368308088
XP_006221449.1	-0.0426403219574475	0.0421331056781083	-0.29485110186612	-0.0480010753770822	-0.170375648887747	-0.878466011763226	-0.816243439584156	-0.902175213185287	-0.25323232776315	-0.324429702413481	-0.993743962180174	-0.304720662594615	-1.09281701915726	-0.428198705510395	-0.567109167580797	-0.740915086675339	-1.09850577575582	-0.87383205077203
XP_006221478.1	-0.237991430631056	-0.194592569388171	-0.46968902712713	-0.264938857505236	-0.488298199983322	-0.856529899579256	-0.693391841420949	-0.634403734309634	-0.205917323542991	-0.154502993891734	-0.910604301799293	-0.59848877236375	-0.956193266217766	-0.470244982869095	-0.395116250376387	-0.458663069360502	-0.891287346853721	-0.662724837399233
XP_006221493.1	NA	NA	NA	NA	NA	-0.699172226371245	-0.631243539888446	-0.189733149164399	-0.255684964558032	NA	NA	NA	NA	-0.00912027503124886	-0.194061965050645	-0.157180511316229	-0.461087520641256	-0.317883481609169
XP_006221506.1	-0.15344128176013	-0.146731415577003	-0.430858311920698	-0.175455518405829	-0.368887123026539	-0.757171581662986	-0.562016113364366	-0.470870246216065	-0.0719375710172334	-0.397733208518463	-0.982670666387384	-0.653122998466433	-1.07251169065869	-0.270069573778906	-0.329309331275322	-0.329790652748183	-0.737666166985708	-0.455412494127791
XP_006221807.1	-0.528139005334013	-0.207230168361399	-0.443000852555398	-0.281508959715091	-0.424225510182847	-0.840476084684533	-0.770729920101106	-0.620161220158899	-0.0107895422922812	-0.255523285436582	-1.00691992730508	-0.469454151627902	-1.09141748491647	-0.143736723780805	-0.348039134438378	-0.637057427756237	-0.780751842072617	-0.647998280944328
XP_006221898.2	-0.0924282766137412	-0.053044338574726	-0.397007866219038	-0.0216976611641282	-0.323056486587323	-0.849546717189696	-0.754696336822924	-0.501064362288786	-0.161273012924513	-0.505503573368206	-0.884183393728996	-0.581260707462481	-0.793084281075975	-0.0930198354825115	-0.369168918170244	-0.40542681602032	-0.703928814303343	-0.554935898241565
XP_006221968.1	0.0178662311628789	-0.169948671502128	-0.433296316439012	-0.0198567552596587	-0.252710491681218	-0.77409379122494	-0.678902499374116	-0.389975957599037	-0.166438053752975	-0.708675090747751	-1.01446679551485	-0.645776367721424	-0.97635391590588	-0.106464101102084	-0.390287927120964	-0.262195131674573	-0.621849321986253	-0.439292044264125
XP_006222069.1	-0.270243178985109	-0.356599712769713	-1.00394167921641	-0.204465589128081	-0.730550052530603	-0.569418983647337	-0.382433596132017	-0.313391215293093	0.132980024577806	-0.415855526180351	-1.20131941389544	-0.762723114543797	-1.56819121748549	-0.0628024922229786	-0.119044696583952	-0.103735951026008	-0.151058516715847	-0.111488892070364
XP_006222111.1	-0.290406734427808	-0.199520670344432	-0.507841447347596	-0.239897369970575	-0.60186330156309	-1.01306700992138	-0.494751984429378	-0.711007849296808	-0.181664436560841	-0.0104581210279119	-0.993664593102263	-0.589410672834454	-1.05467824927391	-0.282479466875157	-0.395053039930539	-0.447612070598591	-0.848153451416659	-0.591832347867605
XP_006222177.1	-0.0400011009545841	-0.0563222589942518	-0.38380671601073	-0.0623366244971539	-0.344853107627663	-0.674331749966748	-0.481558624452443	-0.189333015055889	-0.270753160228639	-0.414131083743993	-1.20334425653085	-0.648652868452802	-1.24162104560519	-0.366226451365882	-0.497033060330804	-0.274881844132232	-0.954642308741808	-0.596517044687255
XP_006222220.1	-0.249293373673563	-0.143250288871974	-0.633704145843269	-0.412365955786896	-0.541790199834081	-0.720699969162448	-0.50204482937753	-0.311279390958931	-0.00434886697889659	0.0514166972044693	-1.01831654727779	-0.635320984105735	-0.884212605559703	-0.133351683558345	-0.121895690453232	-0.217504128752388	-0.653226327399812	-0.315994324597385
XP_006222439.1	-0.0692945091296476	-0.184038120985671	-0.592364975770265	-0.405995195970084	-0.482159485218391	-0.760351356215536	-0.637039022998912	-0.311217212781085	-0.00507293539883223	-0.406470251365338	-0.819468836360993	-0.635503851852595	-0.94240394840078	-0.509760223365996	-0.111947882242105	0.0745710204612089	-0.865355577904309	-0.322877413720044
XP_006222443.1	-0.0641507075902683	-0.10441545414646	-0.408909532192608	-0.221234451990016	-0.339071784992299	-0.798600240390604	-0.686718175419241	-0.414305058210165	-0.126074005593457	-0.295148210539432	-1.02651331438825	-0.805797933138612	-1.11394643574821	-0.390649756778108	-0.390977891142739	-0.309367332128245	-0.718551857381215	-0.505274282074198
XP_006222560.1	-0.292198981310002	-0.105389745843986	-0.424956157068189	-0.116009094436897	-0.484298985654623	-1.19726074786752	-0.86810811370775	-0.481625312822706	-0.197781959158023	-0.369856521976963	-1.05728248111032	-0.537940414261821	-0.917091880649326	-0.336103567126154	-0.626465420398809	-0.444181579912539	-0.679487718701293	-0.765385482901096
XP_006222579.1	-0.232569546081177	-0.104744851627381	-0.424033930074615	-0.192916565113047	-0.438042859323836	-0.759104624984124	-0.518915249228529	-0.460901982417612	-0.0360559065447525	-0.517178372529572	-0.939689821436807	-0.600358501731286	-1.03079707165069	-0.0803865221529143	-0.32237734982597	-0.327955485364601	-0.666926819997144	-0.404380010614674
XP_006222602.1	-0.264278168227297	-0.132130559369838	-0.469789985324824	-0.309831307014097	-0.497526412282108	-0.768702933221085	-0.576571686395524	-0.354060950203459	-0.0684838592318309	-0.297880868667711	-0.97370612384118	-0.499042353489864	-1.00530650844923	-0.287769004874247	-0.239143738746559	-0.301213661005726	-0.72841850829587	-0.391905540859941
XP_006222606.1	0.102942609469038	0.074200792762408	-0.280272343419245	0.212630061500488	0.0223922013605902	-1.13023526877116	-0.458471193365242	-0.66625591760812	-0.236058739920333	-0.712020082628545	-0.87454206651169	-0.712116275861991	-0.833971106832506	0.162392290666123	-0.711806889291665	-0.887358489840047	-0.65425277560363	-0.803151990348001
XP_006222787.1	0.0172418741114337	-0.136505759737837	0.141762881432459	-0.29922309510447	-0.385141228753939	-0.90462717955527	-0.649868802414211	-0.506617246570004	-0.271626785327055	-0.196934070930942	-0.714753045956424	-0.72619171228656	-0.319565570317973	-0.319973645539196	-0.361479280627224	-0.441678338130928	-0.692288981061331	-0.504983653370303
XP_006223166.1	-0.086694543572196	-0.238732498063781	-0.59306368070605	-0.306728328956562	-0.3544042881343	-0.8759503509952	-0.502870066989838	-0.416768894927703	-0.388436390912101	-0.481374981949649	-0.918218675408153	-0.669886573811456	-1.00645960862192	-0.337048390694134	-0.602387878449756	-0.551199339646756	-0.763605029544816	-0.681396263020701
XP_006223180.1	-0.0839644074573372	-0.0874914489995158	-0.281361851521278	0.0697614489382068	-0.153255847887343	-0.97798044603171	-0.977047693764903	-0.759960846919295	-0.315882895426912	-0.443690382888237	-1.36824777117445	-0.686610004095719	-1.3800334314916	-0.242177126050062	-0.493609049322541	-0.503753131633858	-0.717240197948319	-0.581039396488807
XP_006223491.1	-0.284199111482261	-0.219374385497548	-0.486744523075042	-0.158185063533375	-0.580361541352209	-1.02364354391686	-0.505635195726905	-0.722099727524993	-0.0965626633984944	0.116509022558212	-0.839003477302598	-0.591423896111523	-1.21653795487281	-0.436106232515396	-0.496400895446393	-0.39792195352566	-0.74828919357293	-0.198888089635799
XP_006223623.2	-0.296595062150108	0.0842874247708884	-0.202406963099938	-0.0836157320517112	-0.581450398282873	-0.828116743771284	-0.172107616161026	-0.367043659335862	-0.420261387456374	0.49707327586305	-1.86557632805835	-0.659745597678079	-1.97768207994125	-0.531407029509081	-0.871616968827308	-0.342597084307286	-1.19218715185409	-0.77601661357643
XP_006223891.1	-0.191960611880055	-0.213808613892542	-0.673378654194001	-0.51624877074979	-1.00377292503712	-1.22645717946768	-0.552458473270358	-0.890159977184165	-0.310273698675018	0.661469692151581	-0.395849026857728	-0.579710565659206	-1.1544402877376	-0.461446364244932	-0.299387388153907	-0.780463649792174	-0.873325185879443	-0.630596123040343
XP_006224077.1	NA	NA	NA	NA	NA	-0.78356728365987	-0.773538869630497	-0.46693119960275	-0.134121800483438	NA	NA	NA	NA	-0.219214857501906	-0.458589359624717	-0.484308194739098	-0.733609150590743	-0.550889369075744
XP_006224335.1	-0.242304747611533	-0.0869765984465893	-0.522400262404921	-0.268334686341247	-0.410874762392268	-0.884844544161501	-0.592776256699289	-0.412740419921699	-0.134234458204051	-0.447735766703569	-0.979930629832617	-0.558539506253869	-0.99178946393753	-0.382377428986254	-0.393719688496826	-0.347675231188231	-0.866289395661935	-0.501452413312925
XP_006224340.1	-0.423603508599918	-0.407941234873343	-0.805522418901103	-0.453732466429883	-0.556828781537409	-0.80061708099165	-0.816255909944727	0.725841099660636	-0.0849761846502518	-0.423888711111699	-0.893281809487147	-0.900180648307023	-0.999435036698749	-0.267131624968898	-0.592038140160351	-0.497205263559831	-0.891213928441279	-0.644194160832055
XP_006224399.1	-0.0336165631632867	-0.182104631969093	-0.501690459913847	-0.0218778820739604	-0.396498385723318	-0.770056172307366	-0.482289348354359	-0.404646331734604	-0.0371506099825242	-0.414564104799816	-1.05658794348239	-0.572410675142001	-1.04524936471017	-0.468383742759835	-0.263525844883858	-0.299911614726448	-0.837815359598567	-0.279784154862733
XP_006224401.1	-0.655787617882127	-0.389008829271832	-0.715401672607617	-0.289341660473128	-0.682177902381803	NA	NA	NA	NA	-0.869891101455689	-1.06729756179092	-0.316478184383557	-1.01534854258221	NA	NA	NA	NA	NA
XP_006224431.1	-0.0558754093792431	-0.202873843106129	-0.413651440565416	-0.122229449023014	-0.312110595981071	-0.915097143695743	-0.695193252715009	-0.558356188729838	-0.197220174918183	-0.232076942782032	-0.752787809759959	-0.752268425123544	-1.16265379827812	-0.280344115159169	-0.329206258560524	-0.520410787502746	-0.771887244620652	-0.569901048200804
XP_006224479.1	-0.24316713689927	-0.155641173289493	-0.505774118411418	-0.272009207145909	-0.501470245647763	-0.775652144773969	-0.755309479923968	-0.417165410070913	-0.113199779659093	-0.290384810333496	-1.14415429219962	-0.432834055305605	-1.01353167028721	-0.184756473951004	-0.276663973428986	-0.297268712986973	-0.66651349417195	-0.50949564881867
XP_006224482.1	-0.535894512255932	0.400343635786944	-0.192818143826848	-0.177682978054952	0.0689886782107329	-0.779345938336425	-0.380004615576322	0.151131567478682	1.09208951731279	0.688122608832578	-0.606928505299554	-0.130895988996225	-0.751549920918297	-0.810545916139637	0.0898489731711986	0.331088247790631	-1.01168581725312	0.0794084125620483
XP_006224483.1	-0.800254945992693	-0.110196242356966	-0.844361799688416	-0.76746583448677	-0.46491202026844	-0.984261307269834	-0.849196583304196	-0.347789249505055	-0.0613241111833995	-0.454989665068284	-1.12953244592659	-0.387553309979056	-0.993847339124733	-1.23421725379882	-0.288400897514837	-0.368732322778531	-1.31618934299391	-0.33522727194864
XP_006224484.1	-0.185282824790137	-0.15733347497987	-0.082421406255085	-0.213425385508512	-0.645968112846841	-0.884350490788626	-0.881515614440574	-0.515925837512053	-0.130250501864793	0.107526739921026	-0.643659830288847	-0.114700223768557	-0.924321755924921	-0.371325849591461	-0.444420095674888	-0.47262102566594	-0.710225692187163	-0.563223895089382
XP_006224486.1	-0.151584618852894	-0.0979575165204602	-0.116814811812379	-0.239881399398412	-0.52895821161839	-0.85215768634866	-0.894460534120593	-0.53152740173695	-0.05139093339828	0.244913065684126	-0.739385202309552	-0.28720051268497	-0.804372380797782	-0.181577405660259	-0.369445480126996	-0.450610739348389	-0.660828439129132	-0.509669132094482
XP_006224498.1	-0.751960539983384	0.390100317437092	0.197465646661222	-0.352120852480256	0.100093987374229	-0.865746701146227	-0.364520225083669	-0.0466802067198885	0.687781432451155	0.900389280679601	-0.343163357974771	0.342679701214655	-0.787775361211769	-0.966816672290294	0.00968412985021598	0.0410909064177683	-1.00019871626436	-0.0215268131227076
