R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
XP_006224535.1	-0.128017681859938	-0.19640831736892	-0.446504600675229	-0.17800471965761	-0.442021964194734	-0.855576547409133	-0.642246983557574	-0.433323468075006	-0.310896331561669	-0.36237666504325	-1.03447883621697	-0.651872325446406	-1.06614277992047	-0.370536174810592	-0.507743950671481	-0.32543425276591	-0.860562989945256	-0.590195785299175
XP_006224584.1	-0.299197976496596	-0.207083818417163	-0.561318327068872	-0.302771275751872	-0.466689279566828	-0.786575821011062	-0.494188471449943	-0.429580626401183	0.0163015591760383	-0.369398022403938	-0.922452417180725	-0.598699431170462	-0.998697432426114	-0.224191265564577	-0.311726868871162	-0.2735121097014	-0.735779439344101	-0.467048779187519
XP_006224769.1	NA	NA	NA	NA	NA	-0.405155860303404	-0.275017728556651	0.217651154582562	0.231997006928078	NA	NA	NA	NA	-0.29654706959968	-0.212083196919183	0.156320240348749	-1.72774130759811	0.152691261512539
XP_006224779.1	-0.265217085569795	-0.0270984245999347	-0.38572981842441	-0.29783355351277	-0.483872049416047	-0.624030889538921	-0.338376265695744	0.19241322170561	-0.592995264670942	-0.132267612207517	-1.07484480887004	-0.555601881805284	-1.10731636177907	-0.844057444153859	-0.971998995690216	-0.131884367982226	-1.66675606584168	-0.921171987384255
XP_006224839.1	-0.215747168296336	-0.148710894781857	-0.510840284592954	-0.366484517160015	-0.444568208462144	-0.709781018632071	-0.432728738621368	-0.27571028743279	-0.204808083853316	-0.433030758883323	-1.16679644536726	-0.734645591441373	-1.04818237429129	-0.392557574399084	-0.413927135967173	-0.104782830886402	-0.879749027743223	-0.487003987521007
XP_006224934.1	-0.370335445759812	-0.00520693311293991	-0.40685529801284	-0.208133182791735	-0.758430689409218	-0.935272986520503	-0.693571298480983	-0.0529993893096398	-0.22686819606065	-0.0308099195532316	-0.832554447549202	-0.673295807643332	-0.858780200088189	-0.151052473960896	-0.498133610903762	-0.585249011965419	-0.693444068519911	-0.611398464981177
XP_006225034.1	-0.274087361648523	-0.285823969563582	-0.571817261941266	-0.331024015961934	-0.473272534616195	-0.620805725760541	-0.742831628663047	-0.0470034040930892	-0.0710455339064132	-0.311629255569692	-0.958937201200844	-0.667142178504148	-1.06445948471704	-0.651511948398459	-0.350227190038559	-0.2675220980915	-0.885539909509223	-0.139816269773376
XP_006225052.1	-0.387234784083935	-0.204182384341874	-0.512320608991206	-0.169890105295047	-0.579801155057385	-0.994579721929662	-0.480639231086131	-0.686961643913591	-0.0892159366646327	-0.0232067523563953	-0.866799602584543	-0.678085925455422	-1.12737234307189	-0.0770459854775302	-0.417315870856836	-0.571680261412627	-0.614360147355163	-0.476336646492653
XP_006225260.1	0.39314406249147	0.261789066993387	0.0237412644130609	0.878533740229434	0.675548766061709	-0.629080018638341	-0.0507683702804791	0.352402693545315	-1.03926831581728	-1.28730735200064	-3.57418923279587	-1.40086752226392	-2.6773651674515	-1.65799397818306	-1.65341637504083	0.485987692030103	-2.7457691010042	-1.27835245696726
XP_006225362.1	-0.261233142057268	-0.153285621153252	-0.507948030235667	-0.404832296761132	-0.521088045607353	-0.839050811633598	-0.610898283072506	-0.48596677789868	-0.169373107245385	-0.501604339883861	-1.04607405513125	-0.805512453222114	-1.11360399040558	-0.258422989944436	-0.184358151518212	-0.273107549753274	-0.493709590588015	-0.477100766391447
XP_006225454.1	-0.234297253496584	-0.189659095351325	-0.460065908840273	-0.171050591718504	-0.458518674499152	-0.688509461835707	-0.675242108842393	-0.401178302897651	-0.0845903621033332	-0.437563562210903	-0.945852012206047	-0.579717598776601	-0.983752062389914	0.0501683326953746	-0.333091297922916	-0.202973823373005	-0.438658096011611	-0.451727326395339
XP_006225684.1	-0.513316366318157	-0.495472475746131	-1.42715561440189	0.12578672941229	-1.33125607959415	-1.83777831875864	1.44265781655252	-0.882935337131354	-0.101854412124303	0.361662629601969	-0.536746091492024	-2.68342956150771	-2.0656982738822	0.310630405123301	-0.697754400521471	-0.849445655390996	-1.89828246876365	-0.497785398621573
XP_006225877.1	NA	NA	NA	NA	NA	-0.618402455955017	-0.141811795349162	-0.531748093340327	0.214611001494829	NA	NA	NA	NA	-0.0557519749751589	-1.0826971470725	-1.13418929022396	-1.00067200033283	-1.02517938000678
XP_006225902.1	-0.0612122704278387	-0.252600465766637	-0.507137319510309	-0.0633630686349768	-0.588141855937591	-0.995674287772692	-0.67849672133662	-0.594504956142846	-0.173644756971917	-0.240134377137759	-1.08883215566095	-0.720180211817919	-1.15711171759299	-0.300395652365269	-0.26305144068772	-0.35063771925137	-0.729740964363801	-0.344603754095181
XP_006225953.1	-0.0213564426086002	-0.117820736079483	-0.270790232924915	0.236297454989018	-0.157146835101854	-0.822859097414517	-0.576753333517721	-0.40159182741696	-0.0418275052994853	-0.748452187265962	-1.37469486016575	-0.958637373042213	-1.60896512439298	-0.808905127110727	-0.490175781499907	-0.198507000097613	-1.02653996039413	-0.560731326817571
XP_006226198.1	-0.181666465192696	-0.343452167544743	-0.664897786254991	-0.46195488843616	-0.765577456893991	-0.809148051209939	-0.818583747787456	-0.213459694588043	-0.132222753810376	-0.0535778031255914	-0.637726682194983	-0.709410722811738	-1.17501829340968	-0.304408939362643	-0.466470014592753	-0.391061843152495	-0.774578565454745	-0.479627881168512
XP_006226206.1	-0.721546858258299	-0.0213480148446437	-0.662866527149079	-0.252405740641696	-0.480084935023836	NA	NA	NA	NA	-0.494220605576259	-1.05131188348159	-0.471568403221397	-1.21130066039529	NA	NA	NA	NA	NA
XP_006226255.2	-0.179949260268405	-0.175883884085394	-0.515025181228298	-0.167009136790901	-0.483853766139865	-0.687165655213086	-0.59361397248693	-0.276865653907431	0.00355946168304262	-0.25298909312874	-1.10421268793684	-0.591693097953905	-1.0281232112062	-0.158433885382817	-0.225393556000945	-0.230347142359181	-0.703401000043613	-0.429530315624064
XP_006226323.1	-0.26109696323984	-0.182127132575842	-0.553183434463259	-0.283262106808472	-0.588067652383808	-0.905660997956462	-0.652546654652429	-0.514023924400935	-0.2110847360018	-0.542088562263239	-1.13124190667773	-0.774865843320216	-1.17962469516848	-0.457700160655631	-0.415016062517883	-0.50816699841587	-1.05095147394858	-0.656685273047226
XP_006226682.1	0.0196608555953646	-0.0314471423685985	-0.507799095142194	-0.450276221472695	-0.269213015250444	-0.720477424407458	-0.614638884525994	-0.444560791681521	-0.190870159827798	-0.465965950097927	-1.06845061583236	-0.654526066035443	-1.01275289043397	-0.0784461495954922	-0.376784140127974	-0.433377500466684	-0.737685120862414	-0.391783364808449
XP_006226829.3	-0.0970484927492407	0.0672153112492443	-0.313620604322524	-0.080082408376628	-0.569756781615063	-1.08048185177137	-0.792969350749452	-0.642804766324725	-0.205905202158766	0.0113220304193008	-0.898493960531668	-0.277707644932641	-1.06678830692666	-0.431909435976831	-0.47969344589744	-0.47586562515561	-0.8445804076917	-0.679066207792748
XP_006226848.1	-0.163749690803508	-0.183250958911877	-0.53140393304241	-0.119034653229244	-0.414521884551157	-0.852316034403113	-0.626101767399748	-0.414256071919511	-0.218403813617581	-0.391924819443296	-0.991429694269098	-0.690792865814621	-1.11248086241226	-0.311009083179282	-0.339664486974185	-0.280270103051958	-0.779025182059794	-0.470504435564313
XP_006226849.1	-0.43078808910359	-0.0818846823820036	-0.851659150742589	-0.203169905366285	-0.260379669731313	NA	NA	NA	NA	1.85148658502704	-1.08875131048747	-0.870283616289423	-1.4825528639253	NA	NA	NA	NA	NA
XP_006226931.1	-0.0194623322021177	-0.119863956878498	-0.542167698902879	0.162772418077687	-0.152691491564391	NA	NA	NA	NA	-0.481689889634774	-0.847837561910868	-0.530254215517026	-0.890194486396395	NA	NA	NA	NA	NA
XP_006227001.1	0.612457740755569	-0.683281475119041	-0.968046743584071	0.548288098140039	-0.431700786240354	-1.25892308123698	-0.618689045278847	-1.20888662298125	-0.235631642904521	-0.598814036881638	-1.05660115657241	-0.73126867787352	-1.45193924065846	1.35650907031935	-0.498046493823055	-1.47783078886159	-0.0178251384328171	-1.09397041696106
XP_006227165.1	-0.294900819479959	-0.0502120945574512	-0.557652114469235	-0.0121869428095352	-0.293121138515653	-0.94885555165264	-0.774607326668951	-0.664899598360702	-0.105116682086735	-0.094132998419973	-0.685277607462255	-0.361283382137433	-0.813843812552858	-0.0690509160185677	-0.34091248965501	-0.535668147236541	-0.88652719907766	-0.549789289910697
XP_006227330.1	-0.257019423569333	-0.179101299971953	-0.492415231164128	-0.42987597173771	-0.483123285192826	-0.705898508791551	-0.352835705323873	-0.284083455319581	-0.123719802165088	-0.214327773296511	-0.860433866436513	-0.391780485388556	-0.942537058539554	-0.346750597371225	-0.438247825827137	-0.188786063349507	-0.798035315607022	-0.424502296795568
XP_006227443.1	-0.259171017837933	-0.111210838592703	-0.455289877674264	-0.159589213668267	-0.454802226941481	-1.03537702649152	-0.806510480218862	-0.79931860653538	-0.43937572972755	-0.153067929170174	-1.07415740588609	-0.551486465986433	-1.11731392691101	-0.740003353215313	-0.668421440861385	-0.411880210373455	-0.956286445985227	-0.143950150880669
XP_006227708.1	-0.320956095722185	-0.143039172344552	-0.366439728667461	-0.273039693586878	-0.344128608108847	-0.745213147201823	-0.636506719695335	-0.414184374241282	0.0132947747980075	-0.36907225662567	-0.922899048264657	-0.445375941166993	-0.981356767557633	-0.703980482761562	-0.313082820179342	-0.263349075833755	-0.844983550177114	-0.457409626197702
XP_006227719.1	-0.207992275405581	-0.161949509448827	-0.420296459858488	-0.277550126393538	-0.305397759676171	-0.821804743164139	-0.571566546477555	-0.435189812258986	-0.0940267922709535	-0.579549849942021	-1.09969413782876	-0.706126441696287	-1.04207748390221	-0.306715585525406	-0.409616460222147	-0.415545124891833	-0.786238091450098	-0.442642278828809
XP_006227846.1	-0.328025174760918	-0.110069865595984	-0.342625264038613	-0.0989946789028661	-0.326095058053773	-0.905537320860381	-0.876620702648152	-0.442741978913177	-0.129850278878158	-0.187670054085434	-0.931238708095782	-0.476200444795396	-0.821504311873898	-0.427320881439408	-0.248849467596823	-0.281135852734775	-0.744397450999279	-0.406379455373534
XP_006227979.1	-0.351828653102757	-0.174697416288019	-0.515525345973249	-0.259943078319478	-0.503353876656683	-0.851357143107933	-0.589624050646349	-0.425130868372513	-0.16415914631215	-0.398956818350694	-0.960388543403621	-0.568125585132622	-0.974955805259874	-0.114479844503484	-0.275115795986865	-0.336921579674587	-0.668891725908261	-0.501297721369536
XP_006228043.1	-0.104814784674336	-0.144337401289558	-0.521076482893819	-0.199240897376375	-0.525880750793713	-0.910885280772695	-0.526604782707225	-0.345620370825923	0.173853276537678	-0.132949802436111	-0.96247021221288	-0.69473761612604	-1.17023434611471	-0.742122608967213	-0.273601190320453	0.0396257785502861	-1.07281528154367	-0.250055619041226
XP_006228482.1	0.415608427287563	-0.365656303354022	-0.608926503673284	-0.0267760411467179	-0.254065435588509	-0.795254776065098	-0.824740178958533	-0.691158081616539	-0.268582847694436	-0.885791696598186	-0.784590474094046	-0.863199391644746	-1.14438647016363	-0.180256074537455	-0.501966633563022	-0.317656569304437	-0.772472795897012	-0.599768937347964
XP_006228632.1	0.0224051249632707	-0.464642811864768	-0.526962659899307	0.136396457881851	-0.118726369597541	-0.95491502163507	-0.614825299423744	-0.608802391351414	-0.378298258249455	-0.413408810529964	-0.837383663830812	-0.750846448931325	-1.16663672322059	-0.188062999580599	-0.546182912399197	-0.236571228105537	-0.722621551168368	-0.416664931901216
XP_006228683.1	-0.31816842486342	-0.135075413624995	-0.489522836145593	-0.511025563139903	-0.632688031679117	0.234649295632049	-0.0311694526422982	-0.214224222417408	0.107087826406442	-0.435879791656176	-0.863633935064965	-0.34115138708072	-0.8547503852682	-0.12391900432653	-0.0213128306438408	-0.191522110203635	-0.906447072746031	-0.335080922531726
XP_006228752.1	-0.333403448800895	-0.163465137852457	-0.307536846319452	-0.212990352658304	-0.400386883667179	-0.854467839858173	-0.371953854963302	-0.428119671184739	-0.0773707790019031	0.0312735909236951	-0.921559351735015	-0.613120732600714	-1.1084195768239	-0.237394412937987	-0.167837463807398	-0.311537488900073	-0.624404810184742	-0.450337762247584
XP_006228777.1	-0.177159314146335	-0.280701174707686	-0.531857603540695	-0.181221581889737	-0.47228348420112	-0.562216451820504	-0.436765443442997	-0.245346812675622	-0.140635924492731	-0.421284381496681	-1.18215692217733	-0.72838752865724	-1.10206457807364	-0.387675909864917	-0.564193223242906	-0.103800793417297	-0.936717940400192	-0.512793525909424
XP_006229064.1	-0.344431699006301	-0.156158359638654	-0.400121437871541	-0.258462573561738	-0.587532977739604	-0.824621580747993	-0.718149066812907	-0.490822993310063	-0.0680937165541136	-0.268118147379998	-0.925888688481028	-0.447868603803278	-0.950701547823572	-0.210021874332227	-0.337723388935598	-0.175799286252506	-0.812340137128724	-0.484643018207394
XP_006229119.1	-0.192932680135214	-0.185203764529443	-0.54177445598427	-0.32455632787852	-0.481101100342694	-0.820825247874796	-0.521086452262146	-0.443314494181251	-0.101045840365446	-0.361356471254639	-0.928371498643947	-0.676095179958147	-1.01875255222607	-0.0884900039831937	-0.355700874496339	-0.418630495453248	-0.584147575249035	-0.500404807449921
XP_006229163.1	-0.231307987856566	-0.0435448084611163	-0.342912664930163	-0.20875125286786	-0.291465534789995	-0.762189520858787	-0.458323112116606	-0.407986799116393	-0.0290553572567812	-0.152956735236542	-0.948614508908399	-0.521399832389226	-1.11192579602015	-0.317974195791214	-0.291188945872325	-0.373255762440517	-0.832651956608305	-0.393089494251968
XP_006229399.1	-0.458397768758579	-0.0689280799907269	-0.57664969916891	-0.583573369235704	-0.656884178377808	-1.30045146842028	-1.12000077543942	-0.527192665923744	-0.222563339174183	-0.191146866860205	-1.1728177301079	-0.55324122805661	-0.777718415817549	0.380147436564852	-0.113246119330908	-0.929447142045102	-1.13521650999677	-0.798427049285376
XP_006229620.1	-0.172269923767117	-0.171910826485045	-0.518593882035105	-0.199740331039901	-0.41840008122369	-0.843686252659797	-0.588775131672664	-0.351105434050154	-0.0226421206465635	-0.346494401454682	-1.05336978354523	-0.587936604077018	-0.983582397021258	-0.37172450131407	-0.31622616652926	-0.346427620752278	-0.850302793376485	-0.416974422665812
XP_006229621.1	-0.102985120680553	0.0602409802511036	-0.432410275941698	-0.122339278117718	-0.310215364607886	NA	NA	NA	NA	-0.391441940207723	-0.756724001797414	-0.417656505743163	-0.879131294331847	NA	NA	NA	NA	NA
XP_006229654.1	-0.15845503475421	-0.184278667427538	-0.379396582256069	-0.0154354973308309	-0.933226244544034	NA	NA	NA	NA	0.174097961999353	-1.92791877450896	-0.231689083465183	-1.77076173121581	NA	NA	NA	NA	NA
XP_006229724.1	-0.261521552614402	-0.0552215576714016	-0.504703390528522	-0.228500163920019	-0.395579352278831	-0.854964345795487	-0.805391788192832	-0.531206146584809	-0.239696750918983	-0.137123690123141	-0.801634522166407	-0.591434845671774	-0.975306812693484	-0.36548884611149	-0.466967040917611	-0.519103365509648	-0.79659326831649	-0.558084893423155
XP_006229731.1	-0.291949314790467	-0.1075297082249	-0.439393095774022	-0.227586982121925	-0.472547082927517	-0.818420616435088	-0.47871925300586	-0.466398270298567	-0.105645258783627	-0.0816050294042111	-0.999179710117609	-0.575925813783603	-1.0537426106796	-0.140308440235833	-0.261206083386366	-0.334726706715383	-0.604651009979209	-0.416753868580717
XP_006229797.1	-0.346513226123208	-0.238406586454539	-0.463855110050149	-0.195113776491749	-0.485793012554443	-0.935845760310483	-0.658095532868566	-0.792311424379769	-0.281789047091832	0.337499448794236	-0.882418721825613	-0.487195326338631	-1.10686281536582	-0.603394287869745	-0.336927103056297	-0.759337492584709	-0.736047169579265	-0.461285736571502
XP_006229856.1	-0.0502702960507391	-0.259734283099867	-0.53847136787023	-0.119935881733042	-0.524271760798609	-0.812584876650623	-0.608746175117892	-0.458880761512257	-0.0689711810819411	-0.527257814648068	-0.819818891330381	-0.578693800474832	-0.98367976679719	-0.13613953613403	-0.332172240311432	-0.318832224156114	-0.573616919517753	-0.372661693220961
XP_006230072.1	0.141519793247204	-0.136775885965401	-0.479681023562132	-0.503222949428554	-0.0375939228517684	-0.898582472296593	-0.489740226378788	-0.214764196892784	-0.110170661925947	-1.04069845470017	-0.784443503475847	-1.17621071399379	-0.991075512169245	-0.205087188599664	-0.3589802771434	-0.228153075070778	-0.603179704832843	-0.192076279271945
