protein,S1_Ion_126.128,S1_Ion_127.125,S1_Ion_127.131,S1_Ion_128.128,S1_Ion_128.134,S1_Ion_129.131,S1_Ion_129.138,S1_Ion_130.135,S1_Ion_130.141,S1_Ion_131.138,S2_Ion_126.128,S2_Ion_127.125,S2_Ion_127.131,S2_Ion_128.128,S2_Ion_128.134,S2_Ion_129.131,S2_Ion_129.138,S2_Ion_130.135,S2_Ion_130.141,S2_Ion_131.138,S2_Ion_131.144
sp|A6NMZ2|SNTAN_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.080108991,-0.177709171,-0.094563315,-0.10570175,0.241260465,-0.252354469,0.280440285,0.038453527,-0.067082091,0.21798985,-0.00062434
sp|A6NNB3|IFM5_HUMAN,0.148887046,0.223478275,-0.077004602,0.057684175,-0.014822843,-0.160545996,-0.378845535,-0.200285507,0.128925032,0.272529956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A6NNY8|UBP27_HUMAN,0.078034364,0.240987617,-0.085820954,-0.072407665,-0.077341861,-0.084400868,-0.343859861,-0.167343102,0.217659077,0.294493253,0.435322975,-0.236239094,0.055814636,-0.170920801,0.008261002,-0.374612114,0.068873302,-0.302598846,0.352462896,0.125512426,0.038123618
sp|A6ZKI3|RTL8C_HUMAN,0.03919437,0.077757197,0.038580456,0.007982458,-0.057901454,-0.153483545,-0.303668119,-0.152575351,0.259793725,0.244320262,0.051145795,0.00663681,-0.141122304,-0.009949858,0.085718884,-0.205990644,0.03300352,0.03826132,0.147029836,0.131241487,-0.135974848
sp|A7E2V4|ZSWM8_HUMAN,0.077291536,0.102475925,-0.007584663,-0.197665565,-0.008547934,-0.03434248,-0.265980327,-0.032780635,0.14936109,0.217773054,0.056612517,0.031287512,-0.123270369,-0.123688645,0.043527186,-0.230821007,0.03120028,0.060473813,0.117111543,0.133655603,0.003911567
sp|A7KAX9|RHG32_HUMAN,0.117734795,0.195105101,0.011107003,-0.075565234,0.139910519,-0.147977671,-0.444235281,-0.18045782,0.175404148,0.208974439,0.117001466,0.077882161,-0.013215841,-0.038403646,-0.136074504,-0.398013678,0.038151257,0.169245361,0.087019095,0.187017636,-0.090609308
sp|A7XYQ1|SOBP_HUMAN,0.326262057,0.210932734,0.113094455,-0.015026795,0.056879203,0.031982041,-0.651634225,0.126577735,-0.001320896,-0.197746309,0.137278463,0.075377803,0.047105536,-0.710906434,-0.042460376,-0.482615295,0.219124729,0.145925498,0.298843114,0.290367104,0.021959859
sp|A8CG34|P121C_HUMAN,0.277046053,0.294120142,0.071422754,-0.004911422,0.09132463,-0.232263228,-0.658081665,-0.235127941,0.137198187,0.25927249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A8K855|EFCB7_HUMAN,0.081472583,0.012995462,-0.135195375,-0.195927185,0.024056981,-0.187062527,-0.341857122,0.034860013,0.355322652,0.351334517,0.111450784,0.110013277,-0.079576117,-0.025378536,0.060811886,-0.22987081,-0.132082624,0.119769781,0.032495661,0.233069997,-0.200703298
sp|A8MPP1|D11L8_HUMAN,0.024881487,0.051372638,-0.100823338,-0.181783366,-0.064707102,0.056370721,-0.325699281,0.023109444,0.200407834,0.316870962,-0.002398716,0.239254679,-0.181721097,0.405792013,0.027407703,-0.188341844,-0.167106786,0.003861139,-0.017110308,0.049445875,-0.169082657
sp|A8MPS7|YDJC_HUMAN,-0.11344817,0.148836267,-0.091729019,-0.074550951,0.30765659,0.096167573,-0.046491697,-0.246341104,-0.03435524,0.05425575,0.151148411,-0.03287837,-0.035528845,-0.15633906,-0.02229333,-0.168034613,-0.036124191,0.007639817,-0.15247148,0.358880013,0.086001648
sp|A8MSI8|LYRM9_HUMAN,0.052513544,0.300763774,0.116600127,0.053752929,0.05526714,-0.230511997,-0.4841,-0.176574305,0.044140103,0.268148684,-0.064198984,0.116312907,-0.18809489,-0.038984109,0.013435002,0.018608074,-0.008439529,0.201763643,-0.120530753,0.2293045,-0.159175861
sp|A8MTJ3|GNAT3_HUMAN,-0.186671284,-0.065441197,-0.242891945,-0.196369567,-0.169045233,0.085650439,-0.272627026,0.098750019,0.464337882,0.484307912,0.081836146,0.040627851,-0.248047201,0.102943253,0.125038456,-0.090422479,-0.307346898,0.071428128,0.187956856,0.148537292,-0.112551404
sp|A8MTT3|CEBOS_HUMAN,0.186943699,0.169899447,0.067131294,-0.183685178,0.006536596,-0.127106363,-0.381351141,-0.053923251,0.170250573,0.145304325,0.108829632,0.016634621,-0.06014199,-0.1351071,-0.140786496,-0.341982382,0.103758965,0.204695586,0.084069383,0.23908732,-0.079057538
sp|A8MTY0|ZN724_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.074855735,-0.19328831,-0.400635062,-0.093592222,0.18307314,-0.146831877,0.393578825,0.099958624,0.161732514,0.189306519,-0.118446416
sp|A8MU93|CQ100_HUMAN,0.1046722,0.28333029,-0.107278437,-0.13464476,0.129767717,-0.003354774,-0.599736059,-0.104055981,0.249406959,0.181892845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A8MUU1|FB5L3_HUMAN,0.051173607,0.03188877,0.053836594,-0.065370205,-0.038373981,0.137389235,-0.335709734,-0.026027912,0.214514756,-0.023321129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A8MVW0|F1712_HUMAN,0.077499814,0.161125863,0.073845189,-0.006171861,0.161530016,-0.120820623,-0.407074409,-0.18478375,0.080346805,0.164502955,0.053991468,0.029429325,-0.127011559,-0.090207772,-0.141953595,-0.270452993,-0.043479948,0.227854056,0.155435886,0.271714298,-0.065319168
sp|A8MVW5|HECA2_HUMAN,-0.081812734,0.0487966,-0.243083986,-0.382952141,-0.20347437,0.11955946,-0.099714873,0.112256077,0.31389678,0.416529187,-0.191729048,-0.149297742,-0.248473186,0.219227374,0.428610151,0.140684258,-0.320650205,0.022743776,0.145151246,0.115357878,-0.161624502
sp|A8MW92|P20L1_HUMAN,0.164394906,0.179679124,-0.089376256,-0.186590683,-0.122670244,-0.017130533,-0.333493755,-0.092569992,0.230331009,0.267426424,0.145533826,0.060983814,-0.031112714,-0.050067518,0.150107765,-0.051730397,-0.355312778,0.053127549,0.031192979,0.196436486,-0.149159013
sp|A8MWA4|Z705E_HUMAN,-0.249052034,0.224584685,-0.207098733,0.001915711,0.024889734,0.134395662,-0.2041885,-0.034965848,0.129404656,0.180114668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A8MWL7|TM14D_HUMAN,0.143853867,0.339962723,-0.230579315,-0.108418945,-0.107390876,0.116459132,-0.455228405,0.070618241,0.05917712,0.171546458,0.020010598,0.201729479,-0.118895181,-0.032864279,0.177446835,-0.198216754,-0.268126077,0.015361149,0.071523009,0.247939694,-0.115908473
sp|A8MWY0|K132L_HUMAN,0.096061313,0.183582422,-0.191857411,-0.151301962,-0.105398502,0.028931201,-0.346253542,-0.058128182,0.239407272,0.304957392,0.094679557,-0.022605959,-0.123918603,-0.001815774,0.122348525,-0.117804832,-0.0661695,-0.025357164,0.030252847,0.205669554,-0.095278652
sp|A8MXV4|NUD19_HUMAN,0.123899399,0.176285828,-0.059434832,-0.089793684,0.039519669,0.04613893,-0.363907505,-0.177380968,0.181360093,0.123313071,0.034607162,-0.005910015,0.022557143,-0.10690021,-0.054994015,-0.138410641,-0.05304218,0.064288878,0.126618678,0.209151099,-0.0979659
sp|A8MYZ6|FOXO6_HUMAN,0.03621962,-0.152952435,0.074842307,0.098947568,0.255192777,-0.235944033,-0.22231212,-0.186058209,0.149826112,0.182238412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|A9UHW6|MI4GD_HUMAN,0.192069958,0.294855003,0.066784577,0.103430696,0.262339177,-0.174268105,-0.513563687,-0.291156485,-0.003413359,0.062922224,-0.163987538,0.289761086,-0.624762843,-0.213782117,0.746567157,-0.316128417,0.354864604,0.003030995,0.378533998,-0.119594757,-0.334502169
sp|B1AK53|ESPN_HUMAN,0.270777425,0.303885708,0.125953396,0.249126355,0.337158615,-0.424953011,-0.549319758,-0.456166523,0.05822756,0.085310233,0.242284501,0.237402164,0.187787068,-0.435756094,-0.26091805,-0.388800513,-0.327758527,0.22010808,0.164358041,0.412815474,-0.051522143
sp|B2RUZ4|SMIM1_HUMAN,0.10624686,0.253139569,-0.04056471,-0.032522362,0.262370719,-0.057925927,-0.595420523,-0.156572794,0.019746827,0.241502343,0.17731889,0.238765243,0.044585696,-0.250911132,-0.166400602,-0.28963674,-0.057172998,0.233970784,0.207969697,0.111301069,-0.249789906
sp|B2RXH8|HNRC2_HUMAN,-0.026755353,-0.110458591,0.018474912,-0.074844128,0.388914678,0.18809496,-0.420011529,-0.130191665,0.148171208,0.018605508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|B4DXR9|ZN732_HUMAN,0.05331556,0.124065945,-0.037824617,-0.009100112,-0.003632714,-0.083279852,-0.30848967,-0.196915019,0.209441365,0.252419113,-0.038528769,0.031109568,-0.126702782,0.077843251,-0.008886234,-0.060316481,-0.07091008,-0.00472507,0.039740119,0.254905214,-0.093528738
sp|B7ZAP0|RBG10_HUMAN,0.242937275,0.154789755,-0.145155212,-0.156534773,-0.11241221,-0.103299303,-0.342159588,-0.119129141,0.343228946,0.23773425,0.099749198,0.063991738,-0.097399904,0.049565972,-0.001891046,-0.035109887,-0.307142239,0.21388368,0.018768557,0.263636188,-0.268052256
sp|B7ZAQ6|GPHRA_HUMAN,0.109498255,0.176617076,-0.074162675,-0.147801292,-0.065479439,-0.102955926,-0.31804565,-0.129620911,0.258326375,0.293624187,0.051164337,0.106630892,-0.07476218,-0.035917263,0.077162472,-0.202706985,-0.169948027,0.081218919,0.087605125,0.24955397,-0.170001259
sp|C9J798|RAS4B_HUMAN,0.327780922,0.187190936,0.21083163,0.031342001,0.248261748,-0.331560281,-0.391712091,-0.489901663,0.173765942,0.034000858,0.145552861,0.204162636,0.01913269,-0.273280081,-0.185119517,-0.410330131,-0.081514281,0.152063819,0.188399328,0.22970529,0.011227387
sp|C9JI98|TM238_HUMAN,0.02339964,0.127237119,-0.185592263,-0.234855742,0.004389044,0.134470724,-0.36231097,-0.088833978,0.257936751,0.324159676,-0.092762397,0.003464514,-0.055657103,0.090127622,0.250269967,-0.009786058,0.010763464,-0.043171943,-0.009011837,-0.003251997,-0.140984233
sp|C9JLW8|MCRI1_HUMAN,0.079954006,0.186496271,-0.01287968,-0.018813373,-0.037893803,-0.018152076,-0.340071869,-0.201652126,0.184175291,0.178837358,0.116431506,-0.024794291,0.050109655,-0.033235001,0.062553814,-0.185288546,-0.086517481,0.045458432,0.079426033,0.162026541,-0.186170663
sp|C9JRZ8|AK1BF_HUMAN,0.08552058,0.214589954,-0.113881633,-0.260375202,-0.064564296,-0.115511381,-0.313726777,-0.175250555,0.318890324,0.424308986,0.054506699,-0.079606668,-0.20534419,0.147471859,-0.039000323,-0.18057528,-0.089495282,0.018647555,0.206832802,0.250538619,-0.083975791
sp|E5RJM6|ANR65_HUMAN,-0.003549353,0.198131786,0.028984505,-0.005328119,-0.003553825,-0.142539144,-0.440507532,-0.107237419,0.201084868,0.274514232,0.125676739,-0.028020054,-0.337973331,-0.040146522,-0.080704938,-0.418405588,0.306355653,0.167277285,0.112428072,0.240411297,-0.046898613
sp|E9PAV3|NACAM_HUMAN,0.159240102,0.180497659,-0.011741671,-0.110136819,-0.065489033,-0.140898359,-0.384218353,-0.097709067,0.262540121,0.20791542,0.200390302,-0.006444022,0.059669508,-0.025311993,-0.02247958,-0.184864915,-0.2016847,0.09607677,0.124424292,0.184106331,-0.223881994
sp|E9PRG8|CK098_HUMAN,0.184132022,0.211806089,0.026454016,-0.008530594,0.09814002,-0.109626699,-0.422956923,-0.22575094,0.13417764,0.112155368,0.056596016,0.062838513,0.008061231,-0.138274676,-0.003602624,-0.362346587,0.018781268,0.082926371,0.132846194,0.239413583,-0.097239289
sp|F5H4A9|CC080_HUMAN,0.137390035,0.048856534,0.014513758,0.034782978,-0.097666694,0.001568318,-0.275528108,-0.132379821,0.103675124,0.164787876,0.087134054,0.153342469,0.16431099,0.070202513,0.06154246,0.062569581,-0.707573062,-0.061031837,0.249615978,0.06877576,-0.148888905
sp|H3BU77|CC179_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.060566126,0.151223639,-0.001993211,0.026235021,0.151544357,-0.24644405,-0.41091538,0.162067372,0.22195919,0.230627607,-0.344870671
sp|L0R6Q1|S35U4_HUMAN,0.04936781,0.234845268,0.00419401,-0.006359974,-0.078790827,-0.038683393,-0.274587578,-0.22028046,0.147642793,0.182652349,0.022271832,0.041830063,-0.122647461,-0.156754413,0.107551066,-0.172299565,-0.083540276,-0.093196852,0.097216021,0.225493776,0.134075809
sp|L0R819|ASURF_HUMAN,0.114069133,0.13552853,-0.187136777,-0.088415859,-0.105971851,-0.055673482,-0.321786935,-0.088016282,0.305765127,0.291638396,0.160483818,0.008957089,0.024531499,0.045391284,0.138843771,-0.074731171,-0.362826918,0.106573177,0.160705391,0.167801323,-0.375729262
sp|L0R8F8|MIDUO_HUMAN,0.101503913,0.158987378,-0.020205156,-0.074718781,0.030806714,-0.108482996,-0.30959878,-0.209464209,0.171208161,0.259963758,0.045617583,0.053003473,-0.077810663,-0.122198,0.015500991,-0.136289349,-0.125522979,0.082836139,0.123406932,0.255908279,-0.114452404
sp|O00115|DNS2A_HUMAN,0.105202607,0.182638119,0.012492437,-0.089807491,-0.029296766,-0.05432133,-0.342826459,-0.172938931,0.170708506,0.218149307,0.160936032,0.087403784,-0.069890783,-0.108975598,0.074297989,-0.26166712,-0.069204456,0.116754232,0.131107294,0.125454136,-0.18621551
sp|O00116|ADAS_HUMAN,0.153169433,0.182437601,-0.037308434,-0.149686246,-0.065827207,-0.03919643,-0.291177936,-0.092910855,0.172617683,0.167882391,0.068779814,0.081355761,-0.082975911,-0.030704643,0.03305115,-0.188170428,-0.036707985,0.054371953,0.065415616,0.154932391,-0.119347717
sp|O00139|KIF2A_HUMAN,0.0874251,0.118061831,-0.119241884,-0.186714053,-0.023412049,-0.02951903,-0.273449732,-0.070246111,0.235819815,0.261276114,0.050070054,0.077486219,-0.0954041,0.008806636,0.049026304,-0.174168092,-0.025699424,0.024473987,0.06060404,0.166740648,-0.141936271
sp|O00142|KITM_HUMAN,0.141555267,0.203233117,-0.033439138,-0.147503332,0.020277067,-0.0303752,-0.411036798,-0.09827919,0.196225425,0.159342782,0.206723634,0.258608258,0.032934834,-0.000672531,-0.017264918,-0.11652357,-0.442004261,0.072895754,0.225031628,-0.046258807,-0.173470022
sp|O00148|DX39A_HUMAN,0.113774238,0.197550887,-0.051634175,-0.185929676,-0.081963762,-0.00979571,-0.32881432,-0.080702415,0.226525379,0.200989554,0.04008167,0.098433335,-0.121685593,-0.027069451,0.033981795,-0.086303112,-0.12138902,0.027257976,0.065356394,0.226992229,-0.135656223
sp|O00151|PDLI1_HUMAN,0.093549636,0.184818331,-0.102666718,-0.035254531,-0.010739149,-0.075055974,-0.342842765,-0.159857049,0.185037945,0.263010274,0.073577518,0.104288457,-0.10315191,-0.137213561,0.02231411,-0.230733202,0.165812945,0.078878484,0.065495637,0.152729906,-0.191998384
sp|O00154|BACH_HUMAN,0.23657811,0.312388819,0.049638425,0.031983904,0.129118004,-0.189374543,-0.469753339,-0.247744164,0.107802669,0.039362116,0.198318598,0.198876693,0.024446534,-0.318669818,-0.173682508,-0.407518705,-0.023250627,0.163427392,0.119438922,0.191993523,0.026619994
sp|O00159|MYO1C_HUMAN,0.174758974,0.226903754,-0.032259476,-0.100707199,0.03511965,-0.094255283,-0.360111322,-0.147001207,0.142192264,0.155359845,0.107344565,0.116260454,-0.08920354,-0.075653242,0.012771886,-0.228654284,-0.076979521,0.075464587,0.087968432,0.169517274,-0.098836611
sp|O00160|MYO1F_HUMAN,0.031656601,0.003897771,-0.146239592,-0.225423419,-0.134619612,-0.114538862,-0.108206894,0.068149421,0.321627865,0.303696721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00161|SNP23_HUMAN,0.169605175,0.28591999,0.119115668,0.091954187,0.119728522,-0.150743955,-0.315209696,-0.27544495,-0.073155792,0.028230852,0.106483776,0.110198263,-0.013344533,-0.204849152,-0.231242784,-0.441693384,0.06294968,0.153035228,0.127567758,0.341894731,-0.010999583
sp|O00165|HAX1_HUMAN,-0.064703305,0.16778934,-0.065744274,-0.133857209,0.197387725,0.058625451,-0.252939385,-0.092666005,0.05358157,0.132526091,0.039326058,0.043762999,-0.127076356,-0.1414522,-0.063740442,-0.164609853,0.072275637,0.092319496,0.085416845,0.220416808,-0.056638994
sp|O00170|AIP_HUMAN,0.142293542,0.123781212,-0.11103667,-0.184521594,-0.132352562,-0.095090965,-0.329625988,-0.05303449,0.334693205,0.30489431,0.130642243,0.060961938,-0.046420687,-0.008951819,0.095185,-0.170334257,-0.145033311,0.095444858,0.108017268,0.129920771,-0.249432003
sp|O00178|GTPB1_HUMAN,0.121647791,0.234217314,-0.083914503,-0.079287926,-0.032649193,-0.062028931,-0.310171062,-0.103785532,0.141474843,0.174497199,-0.065501614,-0.16445487,0.145436387,-0.007303629,-0.024836445,0.058763864,0.018948616,-0.093189237,-0.226763297,0.33567074,0.023229485
sp|O00186|STXB3_HUMAN,0.167158771,0.23109894,-0.072980885,-0.068588175,-0.007180191,-0.10569013,-0.391394172,-0.084950024,0.127077594,0.205448272,0.110388654,0.068811604,-0.048610406,-0.145586766,-0.030654769,-0.261990135,-0.078082689,0.114584557,0.14956002,0.226052116,-0.104472186
sp|O00189|AP4M1_HUMAN,0.197456541,0.278176061,0.034832619,-0.057782279,0.009285536,-0.163047195,-0.47167693,-0.115213734,0.138885331,0.149084049,0.053375458,0.057119199,-0.032571599,-0.126399528,-0.078832797,-0.198143475,-0.058887384,0.112933369,0.093005464,0.294856756,-0.116455463
sp|O00192|ARVC_HUMAN,0.114777589,0.154947794,-0.086726119,-0.098307942,0.00016465,-0.034847261,-0.348371356,-0.096142927,0.168171588,0.226333984,0.055642235,0.028121856,-0.022552863,-0.113998576,0.042840304,-0.214974441,-0.096980142,0.049725711,0.174656392,0.20044703,-0.102927505
sp|O00193|SMAP_HUMAN,-0.033067067,0.528827657,-0.464745312,0.179111961,-0.52877985,0.22236979,-0.667416756,0.158670652,-0.004434219,0.609463143,0.081362245,0.053617701,0.035214007,-0.080294663,0.057465171,-0.113641438,-0.289470277,0.0907914,0.078542935,0.266604483,-0.180191564
sp|O00194|RB27B_HUMAN,-0.211950154,0.270212874,-0.225151551,-0.174756068,0.077978901,0.007972598,-0.145014584,-0.060542038,0.036328186,0.424921835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sp|O00203|AP3B1_HUMAN,0.229275001,0.313178192,-0.010956415,-0.070900086,0.003889207,-0.134884842,-0.440546719,-0.180269219,0.184231938,0.106982941,0.181903599,0.137168743,-0.049685739,-0.240746061,-0.047385285,-0.321334285,-0.113918249,0.167999226,0.165533394,0.244191995,-0.123727337
sp|O00213|APBB1_HUMAN,0.01592683,0.19465341,-0.078466305,-0.101001883,-0.03840116,-0.033596974,-0.325508254,-0.068491273,0.137339358,0.297546252,0.1064957,0.032545763,-0.13815231,-0.063209745,0.030434401,-0.148493813,-0.12105759,0.095726524,0.134656014,0.207474104,-0.136419048
sp|O00214|LEG8_HUMAN,0.134123045,0.118194697,0.011019834,-0.158199741,0.107035091,-0.184800804,-0.379992009,-0.17228045,0.271553271,0.253347068,-0.090365776,-0.11130402,-0.049271702,-0.110060969,0.115904015,-0.177532623,-0.080691703,0.12289356,0.136339387,0.307499187,-0.063409358
sp|O00217|NDUS8_HUMAN,0.127804336,0.142301141,-0.015531072,-0.190622182,-0.07973786,-0.016298093,-0.380372966,0.046225923,0.2205658,0.145664973,0.076675905,0.115783812,-0.003296004,-0.042007971,0.085043148,-0.138309702,-0.17362852,0.003155359,0.09966509,0.150274666,-0.173355783
sp|O00231|PSD11_HUMAN,0.18410724,0.227216699,-0.023926614,-0.113522912,0.001631773,-0.053234613,-0.368890025,-0.201767915,0.180297953,0.168088414,0.141273162,0.119736606,-0.055303177,-0.117248819,0.039217239,-0.224314428,-0.068917739,0.052709128,0.073418546,0.163670168,-0.124240688
sp|O00232|PSD12_HUMAN,0.091491323,0.140222921,-0.049709531,-0.109691464,-0.007958045,-0.048846716,-0.35509097,-0.091748051,0.210780218,0.220550316,0.243222541,0.10815646,-0.024510327,-0.070577687,-0.012567191,-0.233186424,-0.18381697,0.054703105,0.109889669,0.161989718,-0.153302894
sp|O00233|PSMD9_HUMAN,0.089143474,0.112639219,-0.030392545,0.131188688,0.021776391,-0.104912693,-0.397591438,-0.055648393,0.093695159,0.140102138,0.070265134,-0.013224357,0.074949776,-0.110357437,0.032543466,-0.254234614,0.018996255,0.094511624,0.049404961,0.210079325,-0.172934134
sp|O00244|ATOX1_HUMAN,0.030836666,0.228728527,0.081983367,0.065641937,-0.070321421,-0.048413051,-0.234587464,-0.312686334,0.079598578,0.179219194,0.060358974,-0.059442104,-0.135310639,-0.171484779,0.077254309,-0.076029918,-0.037394719,-0.010181701,0.146210381,0.244382795,-0.038362599
sp|O00255|MEN1_HUMAN,0.06975092,0.11989998,-0.071743229,-0.167182891,-0.04031338,0.015785402,-0.253148356,-0.102140784,0.224117231,0.204975106,0.126963567,0.007004583,-0.113884997,-0.020161207,0.096159665,-0.133846058,-0.100205323,0.055857148,0.059225909,0.160648017,-0.137761305
sp|O00257|CBX4_HUMAN,0.093031505,0.181070248,-0.048897394,-0.028171288,0.02270999,-0.160400871,-0.318919515,-0.057594862,0.155557433,0.161614756,-0.019580974,0.019760455,-0.121180267,-0.156988641,-0.049761143,-0.264263191,-0.026761034,0.267196542,0.130200825,0.289197283,-0.067819855
sp|O00258|WRB_HUMAN,0.147087217,0.184313079,-0.064415347,-0.183159922,-0.038878951,-0.058861419,-0.375390025,-0.141318761,0.240674026,0.289950101,0.154257237,0.113525453,-0.07760468,-0.037932026,0.032232395,-0.220141202,-0.039758036,0.064404306,0.119736011,0.112944176,-0.221663634
sp|O00264|PGRC1_HUMAN,0.174740725,0.28316047,0.03721775,-0.119142419,-0.038560312,0.005004026,-0.408708889,-0.203831795,0.013625357,0.256495087,0.091255481,0.046371853,-0.027982328,-0.126565752,0.086655543,-0.250072428,0.00999066,0.075641461,0.180251713,0.120284402,-0.205830605
sp|O00267|SPT5H_HUMAN,0.078318132,0.13808389,-0.077430109,-0.134839333,-0.000281826,-0.029124905,-0.319965028,-0.07069726,0.166888357,0.24904808,0.083423944,0.060197177,-0.078970731,-0.048207907,0.048455812,-0.160507021,-0.087229172,0.068614332,0.105501647,0.175053826,-0.166331906
sp|O00268|TAF4_HUMAN,0.087176957,0.141259225,-0.078209206,-0.11390507,0.024101276,-0.075586222,-0.37581214,-0.093914612,0.231029252,0.25386054,0.103762025,0.114060421,-0.002734567,-0.083385711,0.010887567,-0.189100852,-0.16781513,0.112729683,0.095681263,0.172655372,-0.166740072
sp|O00273|DFFA_HUMAN,0.204519084,0.227454473,-0.027746225,-0.098711267,0.023132973,0.005369939,-0.301250017,-0.212134585,0.109740632,0.069624993,0.230969799,0.098853898,-0.013713846,-0.061677573,0.072482103,-0.19647475,-0.178541887,0.011509392,0.071592413,0.144363725,-0.179363275
sp|O00287|RFXAP_HUMAN,0.026209872,0.106405122,-0.067094852,-0.142083293,6.54E-05,0.006610658,-0.335159931,-0.035521074,0.250940909,0.189627205,0.053878661,-0.13575331,0.023648133,0.034744966,0.10325833,-0.07177186,-0.402806813,0.121002473,0.166247675,0.167456128,-0.059904383
sp|O00291|HIP1_HUMAN,0.080449082,0.155957121,-0.070229456,-0.07555645,0.025405051,-0.05319908,-0.388729909,-0.069649172,0.208005758,0.187547055,0.160503308,0.045608948,-0.063028214,-0.124659907,0.040242932,-0.218720728,-0.079962142,0.044564464,0.084870798,0.168622363,-0.058041822
sp|O00299|CLIC1_HUMAN,0.206021268,0.19101459,-0.02671203,-0.075163765,-0.001903829,-0.110157216,-0.404657812,-0.206227609,0.215283975,0.212502429,0.125188279,0.022053171,-0.046808537,-0.127743304,0.047555729,-0.138439987,-0.225957642,0.081702164,0.167181591,0.251274801,-0.156006264
sp|O00300|TR11B_HUMAN,0.114703142,0.202056645,-0.128098681,-0.222319204,-0.094209584,-0.114701741,-0.285415479,-0.065266192,0.322846826,0.270404267,0.10730944,-0.223888398,-0.176166526,-0.098317268,-0.158737543,-0.421772962,0.35467567,0.133670615,0.172484122,0.274592419,0.036150432
sp|O00303|EIF3F_HUMAN,0.119404484,0.194614469,-0.010621587,-0.117200506,-0.008101658,-0.058949932,-0.372545821,-0.143178484,0.205133539,0.191445496,0.113134892,0.047238017,-0.144573296,-0.112823937,0.088226374,-0.182085879,-0.098350746,0.105624594,0.160001071,0.177110293,-0.153501382
sp|O00308|WWP2_HUMAN,0.094757646,0.155685911,-0.047602756,-0.078519643,-0.013203129,-0.156172951,-0.352087958,0.041397138,0.177431733,0.178314008,0.12985561,0.10947882,-0.094041958,-0.215445312,-0.161591586,-0.368293458,-0.082318239,0.44852809,0.008334354,0.324492033,-0.098998356
sp|O00311|CDC7_HUMAN,0.055487796,0.05312569,-0.130823765,-0.260927142,-0.084863971,-0.028071905,-0.236550174,-0.028494239,0.349870193,0.311247517,0.027168108,-0.086345706,-0.159694228,0.03994727,0.361865486,-0.184558283,-0.062504963,0.029559178,-0.017953796,0.125872453,-0.073355518
sp|O00327|BMAL1_HUMAN,0.370440142,0.020839673,0.025835174,-0.342449014,-0.074228012,0.048734485,-0.770978521,0.273254944,0.39404638,0.05450475,-0.041209562,0.064627075,-0.046899125,0.033620176,0.089223481,-0.073259347,-0.249019269,0.048251512,0.097334173,0.205138964,-0.127808079
sp|O00330|ODPX_HUMAN,0.121346593,0.149913013,-0.096570156,-0.124385366,-0.027880946,-0.034011279,-0.281571037,-0.079916227,0.204010233,0.169065171,0.110456171,0.115870493,-0.131382347,-0.041545049,0.031578179,-0.202605761,-0.048226174,0.058261752,0.114034758,0.166512737,-0.172954758
sp|O00339|MATN2_HUMAN,0.112644984,0.084907501,-0.020577825,-0.196090313,0.009030872,-0.066698539,-0.26189197,-0.125258781,0.219993637,0.243940434,-0.039002911,0.087282194,-0.100806707,-0.163289518,-0.07685009,-0.265952053,0.017241503,0.228282551,0.158549318,0.287088225,-0.132542512
sp|O00391|QSOX1_HUMAN,0.257545198,0.434976309,-0.027226763,0.048102187,0.127780934,-0.149688385,-0.555870956,-0.259724709,-0.03052074,0.154626925,0.064060844,0.1071048,-0.080194559,-0.496357321,-0.285553303,-0.568390156,0.186425996,0.283132099,0.328714723,0.41657806,0.044478817
sp|O00399|DCTN6_HUMAN,0.185559491,0.187826462,-0.099867841,-0.097843067,-0.049864281,-0.083100737,-0.325847183,-0.188241893,0.19428,0.277099048,0.118599914,0.090811814,-0.005368097,-0.044314212,0.066998319,-0.150627044,-0.257769449,0.099823079,0.103066924,0.214804052,-0.236025299
sp|O00400|ACATN_HUMAN,0.152850547,0.183934852,-0.095289954,-0.153781435,-0.028636977,-0.054727995,-0.266478714,-0.104328169,0.130117514,0.236340332,0.260138711,0.073720265,-0.012680101,-0.041766776,-0.002356445,-0.203825824,-0.14402341,0.098051922,0.106671612,0.13080881,-0.264738764
sp|O00401|WASL_HUMAN,0.226294453,0.183686859,-0.063611294,-0.15071383,-0.038035786,-0.058360873,-0.380792244,-0.136184298,0.237101292,0.180615721,0.11641921,0.037374828,-0.08203313,-0.10112443,0.072614515,-0.208301302,-0.121277988,0.09813346,0.142427778,0.216117154,-0.170350097
